curve_date,PC1,PC2,PC3,status,usage
2025-01-10,-0.5853070968679217,-0.5259994483179884,0.21386781375269806,OK,PCA_DIAGNOSTIC_ONLY
2025-01-17,-0.2979027427498239,-1.1447872193689679,0.6340797018545937,OK,PCA_DIAGNOSTIC_ONLY
2025-01-24,-1.5046515775862153,0.07242753733376861,-0.2368184086190771,OK,PCA_DIAGNOSTIC_ONLY
2025-01-31,-0.9294818561304845,-0.9001960431702123,0.3576939941975545,OK,PCA_DIAGNOSTIC_ONLY
2025-02-07,-0.3395307459967669,-0.8809805953216743,0.8140338040055344,OK,PCA_DIAGNOSTIC_ONLY
2025-02-14,-0.5699275159078275,0.6383252124481219,0.4293189361601224,OK,PCA_DIAGNOSTIC_ONLY
2025-02-21,-0.4986237878122936,-0.5858732428210229,1.1643167559285748,OK,PCA_DIAGNOSTIC_ONLY
2025-02-28,-2.065407677704833,-2.4590114518796935,0.7977145697889354,OK,PCA_DIAGNOSTIC_ONLY
2025-03-07,-0.7614718076484464,-0.7127278381428335,0.4856416334044712,OK,PCA_DIAGNOSTIC_ONLY
2025-03-14,-2.222535713588754,-0.3038768491809644,1.163285779049078,OK,PCA_DIAGNOSTIC_ONLY
2025-03-21,0.7181956962407414,-0.6840144411844166,0.628267634393766,OK,PCA_DIAGNOSTIC_ONLY
2025-03-28,1.6271904169819362,-4.6380079600681965,-3.458621329913489,OK,PCA_DIAGNOSTIC_ONLY
2025-04-04,-0.49611633725263155,0.2884083969374069,0.41793814190483025,OK,PCA_DIAGNOSTIC_ONLY
2025-04-11,-4.616458103760382,1.4252053374284328,-1.0817298803199562,OK,PCA_DIAGNOSTIC_ONLY
2025-04-18,0.7507988447087006,-0.825788525383215,-1.8519376045708968,OK,PCA_DIAGNOSTIC_ONLY
2025-04-25,-2.495579860919762,2.424443699359292,-2.5846452544936103,OK,PCA_DIAGNOSTIC_ONLY
2025-05-02,-3.821656062579037,6.419648820047986,-0.9396527510521591,OK,PCA_DIAGNOSTIC_ONLY
2025-05-09,-1.3934066309518263,0.25011179683783247,1.0786761579579998,OK,PCA_DIAGNOSTIC_ONLY
2025-05-16,-5.666623833553132,3.813278745605462,-1.9863467039474394,OK,PCA_DIAGNOSTIC_ONLY
2025-05-23,-3.707490375088504,1.2054597186664298,-0.5301798434763151,OK,PCA_DIAGNOSTIC_ONLY
2025-05-30,23.899947042254627,2.456292145674334,-0.17049577227294369,OK,PCA_DIAGNOSTIC_ONLY
2025-06-06,4.0308969812335675,1.2791581493539368,0.34225949307387926,OK,PCA_DIAGNOSTIC_ONLY
2025-06-13,2.6641803701271805,-1.8345280430900879,-3.8253611598778727,OK,PCA_DIAGNOSTIC_ONLY
2025-06-20,-0.8416191907279318,0.4068701516481215,2.0387113957869003,OK,PCA_DIAGNOSTIC_ONLY
2025-06-27,1.174558179641519,-1.6284249963627702,0.4774235403534238,OK,PCA_DIAGNOSTIC_ONLY
2025-07-04,-0.09004446552809475,-1.183452255506472,0.4274626244099588,OK,PCA_DIAGNOSTIC_ONLY
2025-07-11,1.0436801080402334,0.17923322291169522,0.1166869462655241,OK,PCA_DIAGNOSTIC_ONLY
2025-07-18,-0.14989528116908094,-1.126705171145886,1.0704264463014654,OK,PCA_DIAGNOSTIC_ONLY
2025-07-25,-0.22843848302969127,-0.024566946784983012,-0.2754354643485664,OK,PCA_DIAGNOSTIC_ONLY
2025-08-01,-0.5745385467683907,-0.5122465096446449,0.17699387929180663,OK,PCA_DIAGNOSTIC_ONLY
2025-08-08,-1.2230674937794008,-1.5401296577914774,1.0217991765109748,OK,PCA_DIAGNOSTIC_ONLY
2025-08-15,3.192234911114373,-1.748467956011496,-1.5697461900099097,OK,PCA_DIAGNOSTIC_ONLY
2025-08-22,-1.8775063752410062,-0.4734785017401878,0.2603778659217083,OK,PCA_DIAGNOSTIC_ONLY
2025-08-29,1.0329202078287747,-3.933505098294551,1.0542268479571206,OK,PCA_DIAGNOSTIC_ONLY
2025-09-05,-0.64827127989273,1.3765992651413284,0.48748088596264516,OK,PCA_DIAGNOSTIC_ONLY
2025-09-12,3.755175323539797,-0.8631120108970075,1.3896196529247566,OK,PCA_DIAGNOSTIC_ONLY
2025-09-19,-4.671845769602795,0.7850755189699492,-0.5350370795079049,OK,PCA_DIAGNOSTIC_ONLY
2025-09-26,-0.559188320971383,-0.6124758809331023,0.29955033414864135,OK,PCA_DIAGNOSTIC_ONLY
2025-10-03,-0.3555327408631786,-0.9347793280864156,0.7938623698328686,OK,PCA_DIAGNOSTIC_ONLY
2025-10-10,1.9787484447629655,8.36516166617053,1.2280075437369904,OK,PCA_DIAGNOSTIC_ONLY
2025-10-17,0.599090090063295,0.24100402487102038,-0.358757092954243,OK,PCA_DIAGNOSTIC_ONLY
2025-10-24,0.022151956284152213,0.6329174076558249,0.4976338777334269,OK,PCA_DIAGNOSTIC_ONLY
2025-10-31,-1.2998031520978022,0.11982904034178635,-0.7154117939446865,OK,PCA_DIAGNOSTIC_ONLY
2025-11-07,-0.2797845900067414,-0.9380637122202437,0.3534411016244358,OK,PCA_DIAGNOSTIC_ONLY
2025-11-14,-0.9815408251959711,0.9034484259392886,-0.29712855602609084,OK,PCA_DIAGNOSTIC_ONLY
2025-11-21,-0.5755354114528854,-0.7127499131427611,0.0700192206759287,OK,PCA_DIAGNOSTIC_ONLY
2025-11-28,-0.8279184832195422,-0.679113854198175,-0.1870486771272309,OK,PCA_DIAGNOSTIC_ONLY
2025-12-05,3.72681816656264,0.8888550529609558,-0.9626940823360232,OK,PCA_DIAGNOSTIC_ONLY
2025-12-12,-0.4538911224729937,-0.8599902911929449,0.37829986536800375,OK,PCA_DIAGNOSTIC_ONLY
2025-12-19,-0.04456964273250394,-0.0884332156512803,0.40413185008196506,OK,PCA_DIAGNOSTIC_ONLY
2025-12-26,-1.5683957195359046,0.7192564681023077,0.5449158246186991,OK,PCA_DIAGNOSTIC_ONLY
2026-01-02,-0.9930281189978328,-1.5355228468721418,-0.051118020180866156,OK,PCA_DIAGNOSTIC_ONLY
